time,ax,ay,az,wx,wy,wz
2.000000e-02,2.458949e-03,-2.994060e-04,-3.708815e-03,4.834352e-04,5.725297e-02,3.669448e-04
4.000000e-02,3.773407e-03,-7.130891e-05,-2.394357e-03,4.834352e-04,3.759758e-02,3.669448e-04
6.000000e-02,5.397149e-03,-7.130891e-05,-7.706151e-04,4.834352e-04,1.690770e-02,3.669448e-04
8.000000e-02,7.020891e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.000000e-01,-2.559187e-03,4.718730e-03,-3.936912e-03,4.834352e-04,5.725297e-02,3.669448e-04
1.200000e-01,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,5.725297e-02,3.669448e-04
1.400000e-01,-2.559187e-03,-7.130891e-05,-8.726951e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.600000e-01,-2.559187e-03,1.525371e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.800000e-01,-2.559187e-03,3.122050e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
2.000000e-01,-2.559187e-03,4.718730e-03,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
2.200000e-01,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
2.400000e-01,2.230852e-03,4.718730e-03,5.643166e-03,4.834352e-04,-6.481734e-02,3.669448e-04
2.600000e-01,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
2.800000e-01,2.230852e-03,-7.130891e-05,-8.726951e-03,4.834352e-04,-3.782187e-03,3.669448e-04
3.000000e-01,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
3.200000e-01,-7.349226e-03,4.718730e-03,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
3.400000e-01,2.230852e-03,4.718730e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
3.600000e-01,-2.559187e-03,-4.861348e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
3.800000e-01,-7.349226e-03,4.718730e-03,8.531270e-04,4.834352e-04,-6.481734e-02,3.669448e-04
4.000000e-01,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
4.200000e-01,-7.349226e-03,4.718730e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
4.400000e-01,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
4.600000e-01,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
4.800000e-01,-2.559187e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
5.000000e-01,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-6.481734e-02,3.669448e-04
5.200000e-01,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,5.725297e-02,3.669448e-04
5.400000e-01,-2.559187e-03,-4.861348e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
5.600000e-01,-7.349226e-03,-7.130891e-05,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
5.800000e-01,2.230852e-03,9.508769e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
6.000000e-01,7.020891e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
6.200000e-01,-7.349226e-03,4.718730e-03,-3.936912e-03,4.834352e-04,5.725297e-02,3.669448e-04
6.400000e-01,2.230852e-03,-7.130891e-05,-3.936912e-03,-6.055172e-02,-3.782187e-03,3.669448e-04
6.600000e-01,-2.559187e-03,4.718730e-03,8.531270e-04,4.834352e-04,5.725297e-02,3.669448e-04
6.800000e-01,7.020891e-03,-7.130891e-05,8.531270e-04,4.834352e-04,5.725297e-02,3.669448e-04
7.000000e-01,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
7.200000e-01,2.230852e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
7.400000e-01,2.230852e-03,4.718730e-03,8.531270e-04,4.834352e-04,5.725297e-02,3.669448e-04
7.600000e-01,-2.559187e-03,-4.861348e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
7.800000e-01,2.230852e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
8.000000e-01,-2.559187e-03,4.718730e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
8.200000e-01,-2.559187e-03,-7.130891e-05,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
8.400000e-01,-7.349226e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
8.600000e-01,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
8.800000e-01,2.230852e-03,4.718730e-03,5.643166e-03,4.834352e-04,5.725297e-02,3.669448e-04
9.000000e-01,-2.559187e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
9.200000e-01,2.230852e-03,4.718730e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
9.400000e-01,2.230852e-03,-7.130891e-05,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
9.600000e-01,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
9.800000e-01,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.000000e+00,-7.349226e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.020000e+00,7.020891e-03,9.508769e-03,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.040000e+00,-7.349226e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.060000e+00,6.336600e-03,-4.633251e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.080000e+00,-2.559187e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.100000e+00,2.230852e-03,4.718730e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.120000e+00,2.230852e-03,4.718730e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.140000e+00,2.230852e-03,4.718730e-03,-3.936912e-03,4.834352e-04,-6.481734e-02,3.669448e-04
1.160000e+00,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.180000e+00,2.230852e-03,4.718730e-03,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.200000e+00,-2.559187e-03,-4.861348e-03,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.220000e+00,7.020891e-03,4.718730e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.240000e+00,-7.349226e-03,4.718730e-03,-3.936912e-03,4.834352e-04,5.725297e-02,3.669448e-04
1.260000e+00,-2.559187e-03,-4.861348e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.280000e+00,2.230852e-03,4.718730e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.300000e+00,-2.559187e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,5.725297e-02,3.669448e-04
1.320000e+00,-2.559187e-03,4.718730e-03,-8.726951e-03,4.834352e-04,5.725297e-02,3.669448e-04
1.340000e+00,7.020891e-03,-4.861348e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.360000e+00,2.230852e-03,-4.861348e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.380000e+00,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.400000e+00,2.230852e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,5.725297e-02,3.669448e-04
1.420000e+00,-2.559187e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.440000e+00,-2.559187e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.460000e+00,-2.559187e-03,4.718730e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.480000e+00,-2.559187e-03,-4.861348e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.500000e+00,-2.559187e-03,9.508769e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.520000e+00,7.020891e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.540000e+00,-2.559187e-03,4.718730e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.560000e+00,-2.559187e-03,-7.130891e-05,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.580000e+00,7.020891e-03,-7.130891e-05,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.600000e+00,7.020891e-03,-4.861348e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.620000e+00,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.640000e+00,7.020891e-03,4.718730e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.660000e+00,-2.559187e-03,-7.130891e-05,5.643166e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.680000e+00,-2.559187e-03,4.718730e-03,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.700000e+00,2.230852e-03,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
1.720000e+00,-2.559187e-03,4.718730e-03,-3.936912e-03,4.834352e-04,-3.782187e-03,3.669448e-04
1.740000e+00,1.181093e-02,-7.130891e-05,8.531270e-04,4.834352e-04,-3.782187e-03,3.669448e-04
